POSITION,PROMOTION,ASSIGNMENTs,SALARY,SENIORITY_YEARS,GENDER,ABSENCES,TURNOVER
finance,0,4,medium,7.0,0,186.5151434364693,yes
sales,0,3,medium,8.0,1,188.18676368054128,yes
engineering,0,2,medium,7.0,0,186.97454624192247,yes
sales,0,4,high,7.0,0,187.08061844198235,yes
sales,0,3,medium,8.0,0,189.4804574582699,yes
IT,0,4,medium,7.0,0,186.6737017041362,yes
finance,0,4,low,8.0,1,187.94963765929936,yes
operations,0,3,high,7.0,1,187.26369249140228,yes
operations,0,3,medium,8.0,0,187.7925803654853,yes
retail,0,4,high,8.0,0,188.33549488703508,yes
retail,0,3,high,8.0,0,188.3627736875545,yes
engineering,0,3,medium,7.0,0,187.35441628950247,yes
support,0,3,low,7.0,1,186.7386312675808,yes
sales,0,3,medium,7.0,0,187.4230010835192,yes
sales,0,3,medium,7.0,1,186.55180577008795,yes
marketing,0,3,medium,7.0,0,187.23639220689407,yes
IT,0,4,medium,7.0,0,185.47518501875868,yes
retail,0,3,medium,8.0,0,189.16274474429724,yes
marketing,0,4,medium,8.0,1,187.54825105842943,yes
IT,0,4,medium,7.0,0,186.89822224742807,yes
retail,0,3,high,8.0,0,188.273565702732,yes
logistics,0,3,medium,7.0,1,187.3445325262325,yes
engineering,0,3,medium,8.0,0,188.6725428473408,yes
finance,0,3,medium,8.0,0,189.0706157794829,yes
sales,0,4,medium,8.0,0,188.2230022289857,yes
sales,0,4,medium,7.0,1,187.0239790485384,yes
sales,0,3,medium,7.0,0,187.3314364296776,yes
marketing,0,3,medium,7.0,0,187.16789687334145,yes
retail,0,2,high,8.0,0,187.9005764248016,yes
retail,0,3,medium,8.0,0,187.76406624156624,yes
engineering,0,3,medium,7.0,0,186.8005401018113,yes
sales,0,2,medium,7.0,1,186.23568066860489,yes
retail,0,3,medium,8.0,0,187.5880706865957,yes
support,0,3,medium,8.0,0,188.1102655622624,yes
marketing,0,3,medium,7.0,0,185.16021658342103,yes
operations,0,3,medium,7.0,0,187.01539983308768,yes
operations,0,3,medium,8.0,1,188.3620672450912,yes
operations,0,3,medium,8.0,0,188.44438360213385,yes
retail,0,4,high,8.0,0,187.51270742677585,yes
operations,0,3,medium,7.0,0,187.16070127445903,no
marketing,0,3,medium,8.0,0,188.7140037286442,yes
engineering,0,2,low,8.0,0,189.2827709034513,yes
engineering,0,3,high,7.0,1,186.9357791608473,yes
support,0,3,low,8.0,0,187.6652709884098,yes
support,0,4,low,7.0,0,186.76545523395384,yes
marketing,0,3,medium,8.0,0,188.8363863546696,yes
engineering,0,4,medium,8.0,0,188.3868136211168,yes
marketing,0,3,medium,7.0,0,187.2950206375264,yes
marketing,0,3,medium,7.0,0,187.47652526183435,yes
marketing,0,4,low,7.0,0,186.78385532830143,yes
admin,0,3,medium,8.0,1,187.6902672899386,yes
engineering,0,3,medium,7.0,0,186.30796967481544,yes
sales,0,4,medium,8.0,0,188.5574352472737,yes
operations,0,4,medium,8.0,0,188.1338796503878,yes
admin,0,3,medium,7.0,0,187.09911964789976,yes
sales,0,3,medium,7.0,0,186.8862073875821,yes
finance,0,2,medium,7.0,0,187.1930041243075,yes
operations,0,3,medium,8.0,0,188.7813401285016,yes
sales,0,4,medium,8.0,0,189.26640863143405,yes
retail,0,3,high,7.0,0,187.1626701152184,yes
engineering,0,4,low,8.0,1,187.9920386705336,yes
sales,0,3,high,7.0,0,186.61265947906628,yes
admin,0,4,medium,8.0,1,188.7212130826983,yes
admin,0,3,medium,8.0,0,188.91679954508243,yes
support,0,3,high,7.0,0,187.11947303242044,yes
retail,0,3,low,8.0,0,187.8924908883982,yes
sales,0,3,high,7.0,0,185.8935220101449,yes
engineering,0,3,high,7.0,0,186.5261522421093,yes
engineering,0,3,medium,7.0,0,186.9698722934542,yes
retail,0,5,medium,8.0,0,187.7628665245722,yes
sales,0,4,medium,8.0,1,189.42882998251275,yes
marketing,0,3,medium,8.0,0,188.00142205883253,yes
sales,0,3,medium,8.0,0,187.97838445804808,yes
sales,0,2,low,8.0,0,189.46776709318425,yes
retail,0,3,medium,8.0,0,188.50156842387835,yes
engineering,0,3,medium,7.0,1,187.2126102503915,yes
retail,0,3,medium,7.0,0,187.1296895647153,yes
admin,0,3,high,7.0,0,187.3634235916201,yes
retail,0,3,medium,7.0,0,186.38727945000105,yes
retail,0,3,low,7.0,0,187.16761122650848,yes
marketing,0,3,medium,7.0,0,187.38862071868417,yes
admin,0,4,medium,8.0,0,188.13014449728595,yes
engineering,0,3,medium,8.0,0,187.8784636216809,yes
engineering,0,3,medium,7.0,0,187.3856126696203,yes
engineering,0,4,medium,7.0,0,187.406470329336,yes
sales,0,3,high,8.0,0,187.971625971376,yes
sales,0,4,medium,8.0,1,188.6260164505209,yes
sales,0,2,high,8.0,1,188.16600191824725,yes
admin,0,3,high,7.0,0,187.0034217422592,yes
operations,0,3,medium,7.0,0,186.2380940044423,yes
sales,0,3,medium,8.0,0,188.446375156986,yes
retail,0,2,medium,8.0,0,188.4158434269829,yes
operations,0,3,medium,7.0,0,187.443573917701,yes
retail,0,3,medium,7.0,1,186.73498249922432,yes
sales,0,3,medium,7.0,0,186.6452623431685,yes
operations,0,4,medium,8.0,0,189.0188772970696,yes
marketing,0,4,medium,8.0,0,188.38189846309865,yes
sales,0,3,low,8.0,0,187.93325495454025,yes
sales,0,3,medium,8.0,0,188.26739116808744,yes
sales,0,3,high,8.0,0,188.4728324735925,yes
marketing,0,5,medium,7.0,0,184.8515037996358,yes
engineering,0,3,medium,8.0,0,187.86078602524785,yes
marketing,0,3,high,8.0,0,188.37013936708345,yes
operations,0,3,medium,7.0,1,186.19333393955168,yes
IT,0,3,low,8.0,1,188.09679269810945,yes
marketing,0,3,medium,7.0,0,186.77572679433533,yes
retail,0,4,medium,7.0,0,187.21718118936144,yes
retail,0,3,high,7.0,1,186.7096734213361,yes
finance,0,3,low,8.0,0,189.1541972631547,yes
logistics,0,2,medium,8.0,0,187.50961366602897,yes
retail,0,3,high,7.0,1,187.0773917805273,yes
operations,0,4,medium,8.0,0,187.51546250399983,yes
logistics,0,3,medium,7.0,0,186.17212322814697,yes
retail,0,4,medium,7.0,0,187.06496953075904,yes
support,0,3,high,8.0,0,188.33742678400995,yes
engineering,0,4,medium,7.0,1,185.740250666358,yes
IT,0,3,high,8.0,0,188.23953323086525,yes
engineering,0,3,medium,7.0,0,187.28745961631896,yes
sales,0,4,high,7.0,0,186.01289348116984,yes
sales,0,3,medium,7.0,0,187.40850033809204,yes
finance,0,3,medium,7.0,0,185.95526739748675,yes
marketing,0,3,medium,7.0,0,186.0199603962649,yes
support,0,3,medium,8.0,0,188.676638339255,yes
support,0,3,medium,8.0,0,187.71151105486305,yes
marketing,0,3,medium,7.0,0,186.3758212884686,yes
support,0,3,medium,7.0,0,186.64266384682097,yes
operations,0,3,medium,8.0,0,187.6547139310807,yes
admin,0,3,medium,8.0,0,189.23399712012105,yes
engineering,0,3,medium,7.0,0,186.9836027724545,yes
admin,0,3,medium,7.0,0,187.03837704703105,yes
engineering,0,3,medium,8.0,0,187.77472320835685,yes
marketing,0,3,medium,8.0,0,187.79073293199383,yes
engineering,0,3,high,8.0,0,189.1086121386632,yes
operations,0,3,medium,8.0,0,187.71446802933008,yes
marketing,0,4,medium,8.0,0,187.8053980413281,yes
operations,0,3,medium,7.0,0,186.979242193326,yes
sales,0,3,high,8.0,0,188.2868664012442,yes
sales,0,2,medium,8.0,0,188.85564783950448,yes
engineering,0,3,low,7.0,0,187.05255356277385,yes
admin,0,4,medium,8.0,0,189.3517904196918,yes
sales,0,2,high,7.0,0,186.8978573393269,yes
retail,0,2,low,7.0,0,186.9943452978148,yes
admin,0,4,high,8.0,0,189.0303783597433,yes
support,0,3,medium,8.0,0,190.0468669950172,yes
sales,0,3,high,7.0,1,186.47826089523,yes
engineering,0,3,medium,8.0,0,188.39008479766505,yes
support,0,3,medium,7.0,0,186.8630744926629,yes
support,0,3,medium,8.0,0,188.1645698285169,yes
sales,0,4,high,7.0,0,186.0737279007809,yes
retail,0,4,medium,8.0,0,187.7983211078268,yes
retail,0,3,medium,8.0,0,187.9314908664401,yes
operations,0,3,medium,8.0,0,187.81218198992264,yes
operations,0,3,medium,8.0,0,187.9864780545442,yes
logistics,0,3,medium,8.0,0,189.1424119878541,yes
marketing,0,3,medium,7.0,0,187.34778142927672,yes
engineering,0,3,low,8.0,0,187.75529463316755,yes
operations,0,2,medium,7.0,0,187.3567163951309,yes
marketing,0,3,medium,8.0,0,188.2141869282983,yes
engineering,0,3,medium,7.0,0,186.65147482506083,yes
sales,0,3,medium,8.0,0,187.79080402608133,yes
sales,0,4,medium,8.0,1,189.68133785453503,yes
support,0,3,medium,8.0,0,188.3435577184999,yes
logistics,0,4,medium,7.0,0,186.09758385440352,yes
operations,0,3,medium,7.0,1,187.377054221846,yes
retail,0,4,medium,8.0,0,188.29190371472305,yes
operations,0,3,low,8.0,0,188.3753343721404,yes
admin,0,3,medium,7.0,0,186.0765182327095,yes
retail,0,3,medium,8.0,0,187.6740971270636,yes
sales,0,4,low,8.0,0,188.1897687174229,yes
retail,0,2,medium,8.0,0,188.95216513212017,yes
sales,0,4,medium,7.0,1,186.60820024449657,yes
logistics,0,4,medium,7.0,0,187.0786247301837,yes
IT,1,3,high,8.0,1,188.3005607467265,yes
retail,0,3,low,7.0,0,186.257236265919,yes
operations,0,3,low,8.0,0,187.6201870847918,yes
logistics,0,4,medium,7.0,0,186.7910903651739,yes
logistics,0,4,medium,7.0,0,185.31148427286087,yes
engineering,0,3,medium,8.0,1,188.4242402066768,yes
sales,0,3,medium,8.0,0,187.9613048177277,yes
engineering,0,4,medium,7.0,0,186.4559446630364,yes
sales,0,3,medium,7.0,1,187.4234787819027,yes
sales,0,2,medium,7.0,0,186.51752287217155,yes
support,0,4,medium,8.0,0,187.5619916298965,yes
sales,0,3,medium,8.0,0,187.7103349599443,yes
engineering,0,3,medium,7.0,0,187.4193189693984,yes
sales,0,3,medium,8.0,0,188.6382151956691,yes
finance,0,4,medium,8.0,0,187.6319674108734,yes
operations,0,3,medium,7.0,0,187.39559755044644,yes
operations,0,3,medium,8.0,0,187.67277435504127,yes
admin,0,4,high,8.0,0,187.8981805590922,yes
engineering,0,2,medium,8.0,0,188.70043947256045,yes
retail,0,3,high,7.0,0,186.6928777475522,yes
engineering,0,3,low,8.0,0,189.5662400345781,yes
sales,0,2,medium,7.0,0,186.8487928913013,yes
sales,0,3,medium,8.0,0,188.5348929655266,yes
support,0,4,medium,7.0,0,187.1731269581083,yes
sales,0,3,medium,8.0,0,188.4991644103403,yes
engineering,0,4,high,8.0,0,188.90683520747544,yes
retail,0,3,medium,8.0,1,188.1615977488213,yes
sales,0,3,medium,7.0,0,187.45896627438933,yes
marketing,0,3,medium,7.0,0,187.22048028619471,yes
operations,0,3,medium,8.0,0,187.8110855346852,yes
operations,0,3,medium,7.0,0,186.74463403624108,yes
IT,0,4,medium,8.0,1,188.62895792295333,yes
marketing,0,4,medium,7.0,0,186.435659975522,yes
operations,0,3,medium,8.0,0,187.9222158924753,yes
operations,0,3,medium,8.0,0,188.32097757435275,yes
sales,0,3,medium,7.0,1,186.3734207765609,yes
retail,0,3,medium,7.0,0,185.6842155776688,yes
retail,0,4,medium,7.0,0,187.3796883354832,yes
support,0,3,medium,8.0,0,187.5369174798112,yes
IT,0,3,medium,8.0,0,188.4958664748699,yes
admin,0,3,medium,8.0,0,188.37965046094968,yes
engineering,0,3,medium,7.0,1,187.31318932137333,yes
engineering,0,4,medium,7.0,0,187.1344885211521,yes
marketing,0,3,medium,7.0,0,186.48301271626696,yes
engineering,0,3,medium,7.0,0,186.9569520527906,yes
admin,0,3,medium,8.0,0,188.95227234240832,yes
retail,1,3,medium,8.0,0,188.0448178679081,yes
marketing,0,3,low,8.0,0,189.22457770099223,yes
operations,0,3,medium,7.0,0,187.06493185642512,yes
engineering,0,3,medium,8.0,1,189.3718860866257,yes
sales,0,3,medium,7.0,0,187.3969718991464,yes
support,0,3,high,8.0,0,189.3280352113796,yes
sales,0,3,medium,7.0,0,187.2509547261185,yes
engineering,0,4,medium,8.0,1,187.6772357089655,yes
sales,0,2,medium,7.0,0,186.86358910757065,yes
engineering,0,3,high,8.0,0,188.64676882262128,yes
engineering,0,4,low,8.0,0,188.08838362301225,yes
operations,0,4,medium,7.0,0,187.04940681413444,yes
engineering,0,3,high,7.0,0,185.5841515355245,yes
engineering,0,3,medium,7.0,0,187.479698610521,yes
retail,0,3,medium,7.0,0,187.01754362150024,yes
support,0,3,medium,8.0,0,189.5042506657897,yes
sales,0,4,medium,7.0,0,186.6815201409798,yes
engineering,0,4,medium,8.0,0,188.2775214641506,yes
operations,0,3,high,7.0,1,187.4707897842705,yes
operations,0,3,high,7.0,1,187.48745538944013,yes
admin,0,3,medium,7.0,1,187.2847638830156,yes
engineering,0,4,medium,7.0,0,187.20038024759097,yes
support,0,4,high,8.0,0,187.83903498056304,yes
engineering,0,4,low,7.0,0,186.37855437111548,yes
support,0,3,medium,8.0,0,188.70537058458203,yes
retail,0,4,medium,8.0,0,188.5959930934572,yes
retail,0,3,high,7.0,1,186.7306892704204,yes
admin,0,3,medium,8.0,1,189.18298911370547,no
sales,0,3,medium,8.0,1,188.0243096059833,yes
operations,0,3,medium,7.0,0,186.95374728015065,yes
sales,0,3,medium,7.0,0,187.4349547966495,yes
retail,0,4,high,8.0,0,189.24264431125144,yes
retail,0,5,medium,8.0,0,187.8289206186633,yes
sales,0,4,medium,8.0,0,188.56711654010752,yes
marketing,0,3,medium,8.0,1,187.648087521996,yes
sales,0,4,medium,8.0,0,187.639887802532,yes
logistics,0,3,medium,8.0,1,187.6796466530432,yes
engineering,0,3,medium,7.0,0,187.4027289511392,yes
support,0,4,medium,7.0,0,187.2464486516204,yes
sales,0,3,medium,7.0,0,187.2725189401148,yes
retail,0,3,high,8.0,0,187.65377331377985,yes
finance,0,3,high,7.0,0,187.1814063453666,yes
retail,0,3,medium,7.0,0,187.22526617596623,yes
retail,1,4,medium,7.0,0,187.46321284418207,yes
retail,0,4,medium,7.0,0,186.2601573161838,yes
sales,0,3,low,8.0,0,187.73228535182744,yes
marketing,0,3,medium,7.0,0,185.69575057402344,yes
retail,0,3,medium,7.0,0,185.86741684940748,yes
logistics,0,3,medium,7.0,0,187.0985661465536,yes
sales,0,4,medium,8.0,1,188.19333875538425,yes
retail,0,3,medium,7.0,0,187.39698249036863,yes
marketing,0,4,medium,8.0,0,188.00955127118127,yes
retail,0,3,medium,7.0,1,184.8292803281713,yes
operations,0,3,low,8.0,0,187.7809733360289,yes
sales,0,4,medium,8.0,0,188.61081239350528,yes
engineering,0,3,medium,8.0,0,187.69302582653785,yes
sales,0,4,low,7.0,0,186.6408938359108,yes
operations,0,4,medium,8.0,0,187.55378938994195,yes
sales,0,4,medium,7.0,0,185.9324055198924,yes
marketing,0,3,medium,8.0,0,189.12399365649068,yes
IT,0,3,medium,7.0,0,186.8545301999349,yes
engineering,0,4,low,8.0,0,188.4227203688982,yes
retail,0,4,low,8.0,1,187.67693502647165,yes
operations,0,3,medium,8.0,0,187.8311863465895,yes
operations,0,3,medium,7.0,0,187.12232185651607,yes
admin,0,3,high,8.0,0,188.343337356012,yes
retail,0,3,medium,7.0,0,186.33239656905408,yes
logistics,0,4,medium,8.0,0,188.2454098857917,yes
support,0,3,high,8.0,1,188.80608434235296,yes
retail,0,3,medium,8.0,0,188.7675154520763,yes
sales,0,3,high,8.0,0,187.62959804864283,no
retail,0,4,medium,7.0,1,186.0803104236375,yes
finance,0,3,medium,8.0,0,188.48145713706617,yes
logistics,0,4,low,7.0,0,187.2240264654139,yes
marketing,0,4,medium,7.0,1,187.43668038934845,yes
retail,0,4,medium,8.0,1,187.68919748751625,yes
sales,0,3,medium,8.0,0,187.85355415147583,yes
retail,0,3,medium,8.0,1,189.53576689375456,yes
support,0,3,high,8.0,0,188.19638859325224,yes
operations,0,4,high,8.0,0,188.2787443483292,yes
logistics,0,4,medium,8.0,0,187.74092919045407,yes
retail,0,2,medium,7.0,0,186.18302766543007,yes
retail,0,3,medium,7.0,0,186.3140614676432,yes
marketing,0,4,high,8.0,0,189.91699029860592,yes
operations,0,3,medium,8.0,0,187.9370706717279,yes
IT,0,4,medium,8.0,1,188.31773580337148,yes
retail,0,3,high,8.0,0,187.60394842948045,yes
sales,0,3,medium,8.0,0,188.75684224259217,yes
sales,0,3,medium,7.0,0,185.6171578620395,yes
engineering,0,4,medium,8.0,0,188.1082937440266,yes
logistics,0,3,medium,8.0,0,188.0539609188081,yes
operations,0,4,medium,7.0,0,185.5834683363761,yes
support,0,3,medium,8.0,1,188.13637028264003,yes
IT,0,4,medium,7.0,0,187.4859001628105,yes
IT,0,3,medium,7.0,0,187.02220094466185,yes
retail,0,4,medium,7.0,0,186.7232139047032,yes
engineering,0,3,low,7.0,0,186.96257370170588,yes
sales,0,3,low,8.0,0,189.1796983715926,yes
retail,0,3,medium,7.0,1,187.2841849856333,yes
engineering,0,3,medium,8.0,0,187.70632584991355,yes
sales,0,4,medium,8.0,0,187.7889290267321,yes
sales,0,3,medium,8.0,1,188.3219074781049,yes
sales,0,4,medium,7.0,0,187.3857681103176,yes
IT,0,3,medium,8.0,0,188.5537821512389,yes
IT,0,4,medium,8.0,0,189.71517438918903,yes
sales,0,4,high,8.0,0,188.80287280309832,yes
sales,0,2,high,7.0,0,185.9039957549121,yes
support,0,4,high,7.0,0,186.5553029247092,yes
logistics,0,3,medium,8.0,0,188.32835278054915,yes
engineering,0,4,low,8.0,0,187.94962535755403,yes
sales,0,3,medium,8.0,0,187.60946976665417,yes
operations,0,4,medium,8.0,0,190.0009401445006,yes
retail,0,3,medium,7.0,0,187.4547359964145,yes
operations,0,3,medium,8.0,0,187.89335433479408,yes
retail,0,3,low,8.0,0,188.2189781538575,yes
retail,0,3,low,8.0,0,189.21823813389383,yes
support,0,4,medium,7.0,0,186.19393143922107,yes
finance,0,3,medium,8.0,0,188.10410828052065,yes
engineering,0,4,low,8.0,1,187.81221668271672,yes
engineering,0,4,medium,7.0,1,187.1255610031752,yes
operations,0,3,medium,8.0,0,188.964580650404,yes
operations,0,3,medium,8.0,0,188.6659952803477,yes
sales,0,3,low,7.0,0,187.4966178929136,yes
sales,0,4,medium,8.0,0,189.65050651745813,yes
sales,0,4,medium,8.0,0,187.98900872388964,yes
engineering,0,3,medium,8.0,0,187.8800646700049,yes
marketing,0,3,low,7.0,1,186.941219449004,yes
retail,1,3,medium,7.0,0,186.6066719814034,yes
IT,0,3,low,8.0,0,188.93502415877344,yes
finance,0,3,low,8.0,0,188.38425156774468,yes
operations,0,3,low,8.0,0,187.97590441822385,yes
sales,0,3,medium,8.0,0,189.8384269376689,yes
engineering,0,2,medium,8.0,0,189.97864466781232,yes
admin,0,3,high,8.0,1,187.7919606053431,yes
logistics,0,3,medium,7.0,0,186.62527574639483,yes
operations,0,3,medium,7.0,0,185.9885604859812,yes
engineering,0,4,medium,8.0,0,188.02958968098267,yes
retail,0,4,medium,7.0,0,185.5958743294649,yes
finance,0,3,low,7.0,0,186.7141455876425,no
engineering,0,2,medium,7.0,1,185.74437693929585,yes
support,0,4,high,7.0,0,186.42975346708693,yes
retail,0,3,low,8.0,1,187.5739202879434,yes
sales,0,2,high,7.0,0,185.56255982496987,yes
marketing,0,3,medium,8.0,0,188.1790025582437,yes
retail,0,3,medium,8.0,0,189.29154227927333,yes
engineering,0,4,high,7.0,1,186.8176754272282,yes
marketing,0,3,medium,7.0,1,186.6499365884665,yes
admin,0,3,medium,8.0,0,187.8131422436508,yes
sales,0,4,high,8.0,0,187.5987424769532,yes
retail,0,4,medium,7.0,1,186.4699617731894,yes
marketing,0,3,medium,7.0,0,186.77899478547369,yes
engineering,0,2,medium,8.0,0,188.8648959335196,yes
engineering,0,3,low,7.0,0,187.39963819761425,yes
sales,0,3,low,8.0,1,188.9338200446253,yes
engineering,0,4,medium,7.0,0,186.6162641969288,yes
operations,0,3,high,8.0,0,188.8677044124163,yes
retail,0,4,medium,7.0,0,187.0955691541104,yes
sales,0,3,low,7.0,0,187.19488543230275,yes
marketing,0,4,medium,8.0,0,187.84578628268216,yes
sales,1,3,medium,8.0,1,188.2830661847286,yes
sales,0,3,medium,8.0,0,188.1420453022111,yes
operations,0,3,medium,8.0,0,188.28786956424847,yes
retail,0,3,medium,8.0,0,187.59257625653163,yes
retail,0,3,low,8.0,0,189.41568916062505,yes
retail,0,4,high,7.0,1,187.13432087232425,yes
sales,0,3,medium,8.0,1,187.78567258257905,yes
sales,0,4,low,7.0,0,186.97854754964203,yes
sales,1,2,high,8.0,0,188.3888373750256,yes
admin,0,2,medium,7.0,1,186.8823323171113,yes
operations,0,4,medium,8.0,0,189.0887864733968,yes
support,0,3,medium,7.0,0,187.39028768165247,yes
sales,0,3,high,8.0,0,187.6388942896417,yes
retail,0,3,high,8.0,0,187.86668598518145,yes
sales,0,3,medium,7.0,0,187.1929481600254,yes
sales,0,4,medium,7.0,1,186.9906200999604,yes
retail,0,3,low,8.0,0,188.0694444469241,yes
sales,0,4,medium,7.0,0,187.40870318885044,yes
sales,0,3,medium,8.0,0,188.5334051052875,yes
retail,0,3,high,8.0,0,187.7552092192384,yes
sales,0,4,medium,7.0,0,186.6169487711128,yes
sales,0,3,high,8.0,0,188.20866404832813,yes
admin,0,3,high,7.0,0,187.12231525277068,yes
operations,0,4,high,8.0,0,188.27959776977733,yes
retail,0,4,medium,8.0,0,189.4215637941191,yes
retail,0,4,high,8.0,0,188.4987835974229,yes
engineering,0,4,medium,8.0,0,187.73032264875147,yes
engineering,0,3,medium,7.0,0,187.46863864356635,yes
engineering,0,3,low,8.0,0,189.16112339744964,yes
support,0,3,medium,8.0,1,188.8844858478897,yes
marketing,0,4,medium,8.0,0,188.3070574285571,yes
operations,0,3,high,8.0,1,188.4326983602404,yes
engineering,0,3,medium,8.0,0,187.8232629346481,yes
sales,0,3,medium,8.0,0,188.12000313681835,yes
retail,0,3,low,8.0,0,187.5410826771541,yes
logistics,0,4,medium,8.0,0,187.5540472246018,yes
engineering,0,4,medium,8.0,0,188.62495766194576,yes
operations,0,4,medium,8.0,0,187.94346841075,yes
retail,0,4,low,8.0,0,188.0909910231047,yes
support,0,3,medium,7.0,0,187.32383634024671,yes
operations,0,3,low,8.0,0,189.5420234004681,yes
retail,0,3,high,8.0,0,187.95416437559425,yes
engineering,0,3,high,7.0,0,186.605162289556,yes
engineering,0,3,medium,8.0,0,189.11135166725776,yes
engineering,0,3,medium,7.0,0,187.3616114689625,yes
sales,0,4,medium,8.0,0,187.5124582097189,yes
admin,0,4,medium,8.0,0,187.5194583447121,yes
operations,0,5,medium,7.0,0,186.50457864118,yes
engineering,0,4,medium,8.0,0,188.29288089378136,yes
operations,0,3,high,7.0,0,187.0106972889181,yes
retail,0,4,medium,7.0,0,186.8336896133229,yes
admin,0,3,medium,7.0,0,186.2467725778049,yes
sales,1,3,low,8.0,0,188.5070363584261,yes
sales,0,3,medium,7.0,0,186.48560172781984,yes
engineering,0,4,medium,7.0,0,186.5333583343342,yes
support,0,3,low,8.0,0,187.78776704746664,yes
operations,0,3,medium,7.0,0,186.71798977010016,yes
operations,0,3,low,8.0,1,187.6335133024731,yes
operations,0,4,medium,8.0,0,187.92668399782843,yes
support,0,4,medium,7.0,0,186.23532577267423,yes
engineering,0,4,medium,8.0,0,187.5091469577684,yes
finance,0,3,medium,8.0,0,187.7923995319896,yes
marketing,0,3,low,7.0,0,186.5493666435989,yes
sales,0,4,medium,7.0,0,186.83594069710028,yes
IT,0,4,high,8.0,0,187.7122371598428,yes
retail,0,3,medium,8.0,0,189.0960647150017,yes
finance,0,4,medium,8.0,0,189.1151532897545,yes
retail,0,4,medium,8.0,1,188.42841678743287,yes
engineering,0,4,medium,8.0,0,188.22797086955632,yes
engineering,0,3,medium,8.0,1,189.45163275425256,yes
support,0,3,low,7.0,0,187.1131005506834,yes
operations,0,3,medium,7.0,0,186.22751844547045,yes
engineering,0,3,medium,8.0,0,188.8545420758168,yes
logistics,0,3,medium,7.0,0,187.1973933953533,yes
support,0,4,medium,7.0,0,187.028757236206,yes
sales,0,3,medium,8.0,1,187.9985820942645,yes
retail,0,2,medium,8.0,0,188.31661002638788,yes
support,0,3,high,8.0,0,189.0312363419173,yes
marketing,0,3,high,8.0,1,188.53491084697905,yes
marketing,0,3,high,8.0,1,187.55222691883245,yes
support,0,4,medium,7.0,1,185.6563379799181,yes
engineering,0,3,medium,8.0,0,188.67561679115065,yes
operations,0,4,medium,7.0,1,186.9931599628099,yes
retail,0,3,medium,8.0,0,188.4197720194579,yes
retail,0,4,high,8.0,0,188.0314329190589,yes
sales,0,4,medium,8.0,0,189.0919976558999,yes
sales,0,3,medium,7.0,1,187.2211435066449,yes
support,0,3,high,8.0,1,187.94243767590984,yes
engineering,0,3,medium,7.0,0,186.58783563934696,yes
retail,0,3,medium,7.0,0,187.1887345528482,yes
retail,0,4,medium,7.0,0,186.59292832678503,yes
operations,0,4,medium,7.0,0,187.4647003237081,yes
operations,0,4,medium,7.0,0,187.190157784898,yes
marketing,0,4,medium,8.0,0,188.37161962752208,yes
sales,0,3,high,7.0,1,186.36052233817512,yes
retail,0,3,medium,7.0,1,186.64678421006133,yes
engineering,0,4,high,8.0,0,188.849689123307,yes
marketing,0,4,medium,8.0,0,188.90640889751305,yes
retail,0,3,medium,8.0,0,188.8425069807349,yes
engineering,0,3,high,7.0,0,187.41196908496983,yes
operations,0,3,medium,8.0,0,188.89579221417108,yes
support,0,3,medium,8.0,0,187.97475506565385,yes
support,1,3,medium,8.0,0,187.6193992666168,yes
retail,0,3,low,8.0,1,187.82079013293395,yes
operations,0,4,low,7.0,0,187.1915046278708,yes
operations,0,4,medium,8.0,0,188.81126183332032,yes
operations,0,3,medium,7.0,1,186.04054541528512,yes
operations,0,4,low,8.0,0,188.5123490214185,yes
marketing,0,4,medium,7.0,0,186.46840019614268,yes
marketing,0,3,high,8.0,0,188.4010443482951,yes
marketing,0,5,low,7.0,0,187.3097035861853,yes
marketing,0,3,medium,8.0,1,187.6226160195976,yes
IT,0,3,low,8.0,1,188.90357268496,yes
sales,0,4,medium,7.0,0,186.54368964419177,yes
sales,0,4,medium,7.0,0,186.3500783538332,yes
operations,0,4,medium,8.0,1,189.1785479905677,yes
engineering,0,4,low,7.0,0,186.7184825853801,yes
support,0,3,medium,7.0,0,186.64004654427973,yes
admin,0,4,high,7.0,0,186.3133136213941,yes
marketing,0,3,medium,7.0,0,187.17367698211848,yes
retail,0,4,low,7.0,0,187.43062304375687,yes
operations,0,3,medium,7.0,0,187.01699402927247,yes
engineering,0,4,medium,7.0,0,185.92148969694185,yes
operations,0,4,low,7.0,0,186.6783105921353,yes
IT,0,3,medium,8.0,0,188.2800272531433,yes
operations,0,3,medium,8.0,0,188.24110805470724,yes
retail,0,3,medium,8.0,0,188.11642619821285,yes
logistics,0,4,medium,7.0,0,186.7846952973443,yes
marketing,0,3,medium,8.0,0,187.8912259295536,yes
admin,0,3,medium,8.0,0,189.20462383909464,yes
admin,0,3,medium,7.0,0,186.9206962021883,yes
retail,0,3,high,7.0,0,187.1612637300697,yes
engineering,0,3,medium,8.0,0,188.06239576201824,yes
retail,1,4,medium,8.0,0,189.30825689861013,yes
sales,0,3,medium,8.0,0,189.2199214753836,yes
retail,0,4,medium,7.0,0,187.1134360115809,yes
sales,0,4,medium,8.0,0,189.53557018388423,yes
IT,0,3,medium,7.0,0,186.82041216587103,yes
IT,0,3,medium,7.0,0,187.3796498435456,yes
logistics,0,2,high,8.0,1,189.07533728957165,yes
operations,0,4,medium,8.0,0,187.75749240108377,yes
operations,0,3,medium,8.0,0,187.7685233418029,yes
